번호,교육명,clean_sentence,okt,mecab
14175856,디지털 창작자의 첫 걸음 - 3D 프린팅과 친구하기,디지털 창작자의 첫 걸음   3D 프린팅과 친구하기,"['디지털', '창작', '자의', '첫', '걸음', '프린팅', '친구']","['디지털', '창작자', '걸음', '프린팅', '친구']"
13418030,스마트폰 알면 벗입니다,스마트폰 알면 벗입니다,"['스마트폰', '알', '벗']","['스마트폰', '벗']"
13412624,[50+열린학교] 생활 필수 도구 - 네이버 앱 100% 활용하기(웹엑스),   열린학교  생활 필수 도구   네이버 앱    활용하기 ,"['학교', '생활', '필수', '도구', '네이버', '앱', '활용']","['학교', '생활', '필수', '도구', '네이버', '앱', '활용']"
14132507,[무료] 숲에서 한나절 남영화 작가와 책맥한잔! 책맥콘서트, 무료  숲에서 한나절 남영화 작가와 책맥한잔  책맥콘서트,"['무료', '숲', '한나절', '남영', '작가', '책맥', '한잔', '책맥', '콘서트']","['무료', '숲', '한나절', '남영', '작가', '책', '맥', '한잔', '책', '맥', '콘서트']"
14158832,해설이 있는 물길여행(10월 - 오전 정릉동천),해설이 있는 물길여행     오전 정릉동천 ,"['해설', '물길', '여행', '오전', '정릉동천']","['해설', '물길', '여행', '오전', '정릉', '동천']"
14161104,해설이 있는 물길여행(10월 - 오후 정릉동천),해설이 있는 물길여행     오후 정릉동천 ,"['해설', '물길', '여행', '오후', '정릉동천']","['해설', '물길', '여행', '오후', '정릉', '동천']"
14161318,해설이 있는 물길여행(10월 - 오전 창동천),해설이 있는 물길여행     오전 창동천 ,"['해설', '물길', '여행', '오전', '창동천']","['해설', '물길', '여행', '오전', '창', '동천']"
14161445,해설이 있는 물길여행(10월 - 오후 창동천),해설이 있는 물길여행     오후 창동천 ,"['해설', '물길', '여행', '오후', '창동천']","['해설', '물길', '여행', '오후', '창', '동천']"
14161528,해설이 있는 물길여행(10월 - 오전 주자동천),해설이 있는 물길여행     오전 주자동천 ,"['해설', '물길', '여행', '오전', '주자동천']","['해설', '물길', '여행', '오전', '주자', '동천']"
14161547,해설이 있는 물길여행(10월 - 오후 주자동천),해설이 있는 물길여행     오후 주자동천 ,"['해설', '물길', '여행', '오후', '주자동천']","['해설', '물길', '여행', '오후', '주자', '동천']"
14161593,해설이 있는 물길여행(10월 - 오전 필동천),해설이 있는 물길여행     오전 필동천 ,"['해설', '물길', '여행', '오전', '필동천']","['해설', '물길', '여행', '오전', '필동천']"
14161628,해설이 있는 물길여행(10월 - 오후 필동천),해설이 있는 물길여행     오후 필동천 ,"['해설', '물길', '여행', '오후', '필동천']","['해설', '물길', '여행', '오후', '필동천']"
14161678,해설이 있는 물길여행(10월 - 오전 주자동천),해설이 있는 물길여행     오전 주자동천 ,"['해설', '물길', '여행', '오전', '주자동천']","['해설', '물길', '여행', '오전', '주자', '동천']"
14161698,해설이 있는 물길여행(10월 - 오후 주자동천),해설이 있는 물길여행     오후 주자동천 ,"['해설', '물길', '여행', '오후', '주자동천']","['해설', '물길', '여행', '오후', '주자', '동천']"
14162436,[50+열린학교] 역치사지 - 역사트레킹으로 치매예방하기,   열린학교  역치사지   역사트레킹으로 치매예방하기,"['학교', '사지', '역사', '트레킹', '치매', '예방']","['학교', '역치', '사지', '역사', '트레', '킹', '치매', '예방']"
13671146,인생설계아카데미 - 숲학교(주말반2기),인생설계아카데미   숲학교 주말반  ,"['인생', '설계', '아카데미', '숲', '학교', '주말', '반']","['인생', '설계', '아카데미', '숲', '학교', '주말', '반']"
13670085,인생설계아카데미 - 숲학교(주중반6기),인생설계아카데미   숲학교 주중반  ,"['인생', '설계', '아카데미', '숲', '학교', '중반']","['인생', '설계', '아카데미', '숲', '학교', '주', '중반']"
13661061,인생설계아카데미 - 숲학교(주중반5기),인생설계아카데미   숲학교 주중반  ,"['인생', '설계', '아카데미', '숲', '학교', '중반']","['인생', '설계', '아카데미', '숲', '학교', '주', '중반']"
14111053,[50+관계]서초구립내곡도서관과 함께하는 '강유원'철학박사의 인문학강좌 '인간의 삶과 운명에 관한 생각들',   관계 서초구립내곡도서관과 함께하는  강유원 철학박사의 인문학강좌  인간의 삶과 운명에 관한 생각들 ,"['관계', '서초', '내곡', '도서관', '강유원', '철학박사', '인문', '학강', '좌', '인간', '삶', '운명', '관', '생각']","['관계', '서초', '구립', '내곡', '도서관', '강유원', '철학박사', '인문학', '강좌', '인간', '삶', '운명', '생각']"
14121942,[인생설계-기획사업] '펜으로 그리는 힐링과 어반드로잉-심화' (오프라인), 인생설계 기획사업   펜으로 그리는 힐링과 어반드로잉 심화   ,"['인생', '설계', '기획', '사업', '펜', '힐링', '어', '드로잉', '심화']","['인생', '설계', '기획', '사업', '펜', '힐링', '어반', '드로잉', '심화']"
14110767,"[50+취미]캘리그라피 배우GO, 토퍼까지 만들GO!!",   취미 캘리그라피 배우GO  토퍼까지 만들GO  ,"['취미', '캘리그라피', '배우', '토퍼']","['취미', '캘리', '그라피', '배우', '토퍼']"
14120889,[인생설계-기획사업] '펜으로 그리는 힐링과 어반드로잉-심화' (온라인), 인생설계 기획사업   펜으로 그리는 힐링과 어반드로잉 심화   ,"['인생', '설계', '기획', '사업', '펜', '힐링', '어', '드로잉', '심화']","['인생', '설계', '기획', '사업', '펜', '힐링', '어반', '드로잉', '심화']"
14130181,서리풀50+사회공헌아카데미(아동분야) 50+사회공헌과 위탁부모 이야기,서리풀  사회공헌아카데미    사회공헌과 위탁부모 이야기,"['서리', '풀', '사회', '아카데미', '사회', '공헌', '위탁', '부모', '이야기']","['서리', '풀', '사회', '공헌', '아카데미', '사회', '공헌', '위탁', '부모', '이야기']"
14111584,[50+자기이해] 나의 감정 소통을 위한 그림책 테라피 시즌2,   자기이해  나의 감정 소통을 위한 그림책 테라피 시즌2,"['자기', '이해', '나', '감정', '소통', '위', '그림책', '테라', '피', '시즌']","['자기', '이해', '나', '감정', '소통', '그림책', '테라', '피', '시즌']"
14111298,[50+관계]만보(萬步)로 통하는 서초구 역사이야기 : 향토사를 만나다.,   관계 만보    로 통하는 서초구 역사이야기   향토사를 만나다 ,"['관계', '보', '로', '통', '서초구', '역사', '이야기', '향토']","['관계', '만보', '서초구', '역사', '이야기', '향토사']"
13544522,[50+이룸학교] 음악과 명화 이야기,   이룸학교  음악과 명화 이야기,"['학교', '음악', '명화', '이야기']","['룸', '학교', '음악', '명화', '이야기']"
14115899,[일활동]'디지털 이노베이션(4차 산업혁명과 직업의 세계)' (오프라인), 일활동  디지털 이노베이션   산업혁명과 직업의 세계    ,"['활동', '디지털', '이노베이션', '산업혁명', '직업', '세계']","['일', '활동', '디지털', '이노베이션', '산업', '혁명', '직업', '세계']"
14116047,[일활동]'명리학을 통한 사주배우기(나는 어떤 사람인가?)' (오프라인), 일활동  명리학을 통한 사주배우기 나는 어떤 사람인가     ,"['활동', '명', '리학', '통한', '사주', '나', '사람']","['일', '활동', '명리', '학', '사주', '나', '사람']"
13401625,[50+열린학교] 유튜브로 인생자서전 시작하기(웹엑스),   열린학교  유튜브로 인생자서전 시작하기 ,"['학교', '유튜브', '인생', '자서전', '시작']","['학교', '유튜브', '인생', '자서전', '시작']"
14076370,[인생설계-성공적인 취업전략 3차] '신중년 사회적기업 도전기' (온라인), 인생설계 성공적인 취업전략     신중년 사회적기업 도전기   ,"['인생', '설계', '성공', '취업', '전략', '중년', '사회', '기업', '도전', '기']","['인생', '설계', '성공', '취업', '전략', '중년', '사회', '기업', '전기']"
14076633,[인생설계-성공적인 취업전략 4차] '재취업vs창업' (온라인), 인생설계 성공적인 취업전략     재취업vs창업   ,"['인생', '설계', '성공', '취업', '전략', '재', '취업', '창업']","['인생', '설계', '성공', '취업', '전략', '재취업', '창업']"
14076901,[인생설계-인문학교실 3차] '일상이 여행이 되는 여행글쓰기' (온라인), 인생설계 인문학교실     일상이 여행이 되는 여행글쓰기   ,"['인생', '설계', '인문학', '교실', '일상', '여행', '여행', '글쓰기']","['인생', '설계', '인문학', '교실', '일상', '여행', '여행', '글쓰기']"
14077286,[인생설계-100세 시대 자산관리 원칙 5차] '보험회사에서 알려주지 않는 보험의 진실' (온라인), 인생설계  세 시대 자산관리 원칙     보험회사에서 알려주지 않는 보험의 진실   ,"['인생', '설계', '세', '시대', '자산', '관리', '원칙', '보험', '회사', '보험', '진실']","['인생', '설계', '시대', '자산관리', '원칙', '보험', '회사', '보험', '진실']"
14078289,[인생설계-관계의 법칙 5차] '품격을 더하는 맥주이야기(오프라인)', 인생설계 관계의 법칙     품격을 더하는 맥주이야기  ,"['인생', '설계', '관계', '법칙', '품격', '맥주', '이야기']","['인생', '설계', '관계', '법칙', '품격', '맥주', '이야기']"
14092028,[찾아가는 시민제안 교육] 생애 내 재산 지키기, 찾아가는 시민제안 교육  생애 내 재산 지키기,"['시민', '제안', '교육', '생애', '내', '재산']","['시민', '제안', '교육', '생애', '내', '재산']"
14094486,[은퇴설계콘서트] 50 이후의 삶에 '나무'를 더하다, 은퇴설계콘서트    이후의 삶에  나무 를 더하다,"['은퇴', '설계', '콘서트', '이후', '삶', '나무', '를']","['은퇴', '설계', '콘서트', '이후', '삶', '나무']"
14075918,"[인생설계-100세 시대 자산관리 원칙 4차] '기초연금과 상속, 증여의 이해' (온라인)", 인생설계  세 시대 자산관리 원칙     기초연금과 상속  증여의 이해   ,"['인생', '설계', '세', '시대', '자산', '관리', '원칙', '기초', '연금', '상속', '증여', '이해']","['인생', '설계', '시대', '자산관리', '원칙', '기초', '연금', '상속', '증여', '이해']"
13995846,[온라인 콘텐츠 당선작] 즐겁게 뇌를 깨우자, 온라인 콘텐츠 당선작  즐겁게 뇌를 깨우자,"['온라인', '콘텐츠', '당선', '작', '뇌']","['온라인', '콘텐츠', '당선작', '뇌']"
14048055,"[온라인/줌] 엑셀, 기본에 충실하자", 온라인 줌  엑셀  기본에 충실하자,"['온라인', '줌', '엑셀', '기본']","['온라인', '줌', '엑셀', '기본']"
14046151,"[온라인/웹엑스] 컴퓨터 문제해결, 어렵지 않아요", 온라인 웹엑스  컴퓨터 문제해결  어렵지 않아요,"['온라인', '웹', '엑스', '컴퓨터', '문제해결']","['온라인', '웹', '엑스', '컴퓨터', '문제', '해결']"
14082136,[50+유튜버 레벨업] 4단계 : 나도 이제 프로 유튜버!,   유튜버 레벨업      나도 이제 프로 유튜버 ,"['유튜버', '레벨', '업', '이제', '프로', '유튜버']","['유', '튜버', '레벨', '프로', '유', '튜버']"
14082103,[50+유튜버 레벨업] 3단계 : 성공으로 가는 유튜브 꿀팁,   유튜버 레벨업      성공으로 가는 유튜브 꿀팁,"['유튜버', '레벨', '업', '성공', '유튜브', '꿀팁']","['유', '튜버', '레벨', '업', '성공', '유튜브', '꿀', '팁']"
14082061,"[50+유튜버 레벨업] 2단계 : 유튜브, 출사표 던지기",   유튜버 레벨업      유튜브  출사표 던지기,"['유튜버', '레벨', '업', '유튜브', '출사표', '던지기']","['유', '튜버', '레벨', '업', '유튜브', '출사표']"
14081993,"[50+유튜버 레벨업] 1단계 : 유튜브, 그것이 알고싶다",   유튜버 레벨업      유튜브  그것이 알고싶다,"['유튜버', '레벨', '업', '유튜브', '그것', '알고싶다']","['유', '튜버', '레벨', '업', '유튜브', '그것']"
14080372,[일활동]'온라인 강사 양성과정(심화) 2기' (온라인), 일활동  온라인 강사 양성과정      ,"['활동', '온라인', '강사', '양성', '과정']","['일', '활동', '온라인', '강사', '양성', '과정']"
14079858,[일활동]'수어 기초 교실(농문화에 대한 이해)' (오프라인), 일활동  수어 기초 교실 농문화에 대한 이해    ,"['활동', '수어', '기초', '교실', '농', '문화', '대한', '이해']","['일', '활동', '수어', '기초', '교실', '농문', '이해']"
14078740,[일활동]'스마트폰활용지도사 2급' (온라인), 일활동  스마트폰활용지도사     ,"['활동', '스마트폰', '활용', '지도사']","['일', '활동', '스마트폰', '활용', '지도']"
14075641,(온라인)김용우의 한반도 민요 기행, 김용우의 한반도 민요 기행,"['김용우', '한반도', '민요', '기행']","['김용우', '한반도', '민요', '기행']"
14074819,(온오프병행)마을장인 허필영의 차근차근 옷 수선_상의 편, 마을장인 허필영의 차근차근 옷 수선 상의 편,"['마을', '장인', '필영', '차근차근', '옷', '수선', '상의', '편']","['마을', '장인', '필', '영', '옷', '수선', '편']"
14074324,(온오프병행)마을장인 허필영의 차근차근 옷 수선_바지 편, 마을장인 허필영의 차근차근 옷 수선 바지 편,"['마을', '장인', '필영', '차근차근', '옷', '수선', '바지', '편']","['마을', '장인', '필', '영', '옷', '수선', '바지', '편']"
14074109,(오프라인)병원 동행 활동가 양성과정_목 오후반, 병원 동행 활동가 양성과정 목 오후반,"['병원', '동행', '활동가', '양성', '과정', '목', '후반']","['병원', '동행', '활동가', '양성', '과정', '목', '오후반']"
14074024,(오프라인)병원 동행 활동가 양성과정_수 오후반, 병원 동행 활동가 양성과정 수 오후반,"['병원', '동행', '활동가', '양성', '과정', '수', '후반']","['병원', '동행', '활동가', '양성', '과정', '수', '오후반']"
14073925,(오프라인)병원 동행 활동가 양성과정_수 오전반, 병원 동행 활동가 양성과정 수 오전반,"['병원', '동행', '활동가', '양성', '과정', '수', '전반']","['병원', '동행', '활동가', '양성', '과정', '수', '오전반']"
14073864,(오프라인)병원 동행 활동가 양성과정_금 오후반, 병원 동행 활동가 양성과정 금 오후반,"['병원', '동행', '활동가', '양성', '과정', '금', '후반']","['병원', '동행', '활동가', '양성', '과정', '금', '오후반']"
14073677,(오프라인)병원 동행 활동가 양성과정_금 오전반, 병원 동행 활동가 양성과정 금 오전반,"['병원', '동행', '활동가', '양성', '과정', '금', '전반']","['병원', '동행', '활동가', '양성', '과정', '금', '오전반']"
14073026,"(오프라인)신중년심리코칭 당신의 마음, 안녕하십니까?", 신중년심리코칭 당신의 마음  안녕하십니까 ,"['중년', '심리', '코칭', '당신', '마음', '안녕하십니까']","['중년', '심리', '코칭', '당신', '마음', '안녕']"
14072758,(오프라인)최오순과 함께하는 건강 걷기_노르딕 워킹교실, 최오순과 함께하는 건강 걷기 노르딕 워킹교실,"['최', '순', '건강', '걷기', '노르딕', '워킹', '교실']","['최오순', '건강', '노르딕', '워킹', '교실']"
14072668,[원데이스쿨] 나를 만나러 떠나는 오감 호암사 숲여행 (오프라인), 원데이스쿨  나를 만나러 떠나는 오감 호암사 숲여행  ,"['원데이', '스쿨', '오감', '호', '암사', '숲', '여행']","['데', '스쿨', '나', '오감', '호', '암사', '숲', '여행']"
14072608,(오프라인)2021 노인 인권 강사 양성_심화 과정,   노인 인권 강사 양성 심화 과정,"['노인', '인권', '강사', '양성', '심화', '과정']","['노인', '인권', '강사', '양성', '심화', '과정']"
14072343,"(오프라인)자연을 닮은 우드카빙_수저와 접시, 포크 만들기", 자연을 닮은 우드카빙 수저와 접시  포크 만들기,"['자연', '우드', '카빙', '수저', '접시', '포크', '만들기']","['자연', '우드', '카빙', '수저', '접시', '포크']"
14072164,"(오프라인)50+인생의 가을, 막걸리를 만드는 시간",   인생의 가을  막걸리를 만드는 시간,"['인생', '가을', '막걸리', '시간']","['인생', '가을', '막걸리', '시간']"
14071949,(오프라인)50+강사 역량 강화 프로젝트_퍼스널 브랜딩,   강사 역량 강화 프로젝트 퍼스널 브랜딩,"['강사', '역량', '강화', '프로젝트', '퍼스', '널', '브랜딩']","['강사', '역량', '강화', '프로젝트', '퍼스널', '브', '랜딩']"
14071200,(온라인)미래사회와 정보기술, 미래사회와 정보기술,"['미래', '사회', '정보기술']","['미래', '사회', '정보', '기술']"
14071071,(온라인)플로깅으로 지구를 닦자!, 플로깅으로 지구를 닦자 ,"['플로깅', '지구']","['플', '지구']"
14070331,"(온라인)기후 위기, 지금 우리는 무엇을 해야할까", 기후 위기  지금 우리는 무엇을 해야할까,"['기후', '위기', '지금', '우리', '무엇']","['기후', '위기', '우리', '무엇']"
14069723,[모음교실] 슬기로운 취미생활 꽃꽂이편 - 스칸디나비아모스액자&전구무드등 (오프라인), 모음교실  슬기로운 취미생활 꽃꽂이편   스칸디나비아모스액자 전구무드등  ,"['모음', '교실', '취미', '생활', '꽃꽂이', '편', '스칸디나비아', '모스', '액자', '구무', '드등']","['모음', '교실', '슬기', '취미', '생활', '꽃꽂이', '편', '스칸디나비아', '모스', '액자', '전구', '무드', '등']"
14069648,[모음교실] 슬기로운 취미생활 꽃꽂이편 - 플라워캘리액자&도우아트화기 (오프라인), 모음교실  슬기로운 취미생활 꽃꽂이편   플라워캘리액자 도우아트화기  ,"['모음', '교실', '취미', '생활', '꽃꽂이', '편', '플라워', '캘리', '액자', '도우', '아트', '화기']","['모음', '교실', '슬기', '취미', '생활', '꽃꽂이', '플라워', '캘리', '액자', '도우', '아트']"
14069467,[모음교실] 슬기로운 취미생활 공반편 - 젤캔들&카드지갑 (오프라인), 모음교실  슬기로운 취미생활 공반편   젤캔들 카드지갑  ,"['모음', '교실', '취미', '생활', '반편', '젤', '캔들', '카드', '지갑']","['모음', '교실', '슬기', '취미', '생활', '공', '반편', '캔', '카드', '지갑']"
14069053,[모음교실] 몸에 좋은 우리떡 만들기(오프라인), 모음교실  몸에 좋은 우리떡 만들기 ,"['모음', '교실', '몸', '우리', '떡', '만들기']","['모음', '교실', '몸', '우리']"
14066641,"[모음교실] 창업성공으로 가는 광고, 마케팅 스킬 알아보기", 모음교실  창업성공으로 가는 광고  마케팅 스킬 알아보기,"['모음', '교실', '창업', '성공', '광고', '마케팅', '스킬']","['모음', '교실', '창업', '성공', '광고', '마케팅', '스킬']"
14066435,[모음교실] 집에서 즐기는 신나는 컵타 음악교실, 모음교실  집에서 즐기는 신나는 컵타 음악교실,"['모음', '교실', '집', '컵타', '음악', '교실']","['모음', '교실', '집', '신나', '컵', '음악', '교실']"
14062324,[모음교실] 실전에서 활용하는 행복한 비즈니스 소통방법, 모음교실  실전에서 활용하는 행복한 비즈니스 소통방법,"['모음', '교실', '실전', '활용', '비즈니스', '소통', '방법']","['모음', '교실', '실전', '활용', '행복', '비즈니스', '소통', '방법']"
14039822,[온라인콘텐츠 당선작] 나를 채우는 그림 인문학, 온라인콘텐츠 당선작  나를 채우는 그림 인문학,"['온라인', '콘텐츠', '당선', '작', '그림', '인문학']","['온라인', '콘텐츠', '당선작', '나', '그림', '문학']"
13998929,[온라인 콘텐츠 당선작] 글쓰기 곁에 둔 그림책 한권, 온라인 콘텐츠 당선작  글쓰기 곁에 둔 그림책 한권,"['온라인', '콘텐츠', '당선', '작', '글쓰기', '곁', '그림책', '권']","['온라인', '콘텐츠', '당선작', '글쓰기', '곁', '그림책', '권']"
13997828,[온라인 콘텐츠 당선작] 마음이 편해지는 손글씨테라피, 온라인 콘텐츠 당선작  마음이 편해지는 손글씨테라피,"['온라인', '콘텐츠', '당선', '작', '마음', '손글씨', '테라', '피']","['온라인', '콘텐츠', '당선작', '마음', '손', '글씨', '테라', '피']"
14038923,"[50+오락실] 디자인배우고, 소품만들고!",   오락실  디자인배우고  소품만들고 ,"['오락실', '디자인', '소품']","['오락실', '디자인', '소품']"
14029874,[온라인콘텐츠 당선작] 규방공예 - 여러가지 생활소품 만들기, 온라인콘텐츠 당선작  규방공예   여러가지 생활소품 만들기,"['온라인', '콘텐츠', '당선', '작', '규방공예', '여러가지', '생활', '소품', '만들기']","['온라인', '콘텐츠', '당선작', '규방공예', '가지', '생활', '소품']"
14039111,[50+오락실] (토퍼강좌) 혹시..10월생이신가요?,   오락실    혹시   생이신가요 ,"['오락실', '혹시', '생', '가요']",['오락실']
14018637,"[온라인콘텐츠 당선작] 언택트 시대, 이모작 마음의 연금술", 온라인콘텐츠 당선작  언택트 시대  이모작 마음의 연금술,"['온라인', '콘텐츠', '당선', '작', '언택트', '시대', '이모작', '마음', '연금술']","['온라인', '콘텐츠', '당선작', '택트', '시대', '이모작', '마음', '연금술']"
14019622,[50+당사자] 유영미 아나운서와 함께하는 나만의 매력있는 목소리 찾기,   당사자  유영미 아나운서와 함께하는 나만의 매력있는 목소리 찾기,"['당사자', '유영미', '아나운서', '나', '매력', '목소리', '찾기']","['당사자', '유영미', '아나운서', '나만', '매력', '목소리']"
14007206,2021년 영등포/양천구 지역복지사업단 참여자 보수교육(2차)(청소년 지원분야),  영등포 양천구 지역복지사업단 참여자 보수교육    청소년 지원분야 ,"['영등포', '양천구', '지역', '복지사', '참여자', '보수', '교육', '청소년', '지원', '분야']","['영등포', '양천구', '지역', '복지', '사업단', '참여', '보수', '교육', '청소년', '지원', '분야']"
14017936,[온라인콘텐츠 당선작] 와인 아카데미, 온라인콘텐츠 당선작  와인 아카데미,"['온라인', '콘텐츠', '당선', '작', '와인', '아카데미']","['온라인', '콘텐츠', '당선작', '와인', '아카데미']"
14018444,[온라인콘텐츠 당선작] 온(ON)동네 표지석 여행 - 표지석 따라 노량진, 온라인콘텐츠 당선작  온 ON 동네 표지석 여행   표지석 따라 노량진,"['온라인', '콘텐츠', '당선', '작', '온', '동네', '표지', '석', '여행', '표지', '석', '노량진']","['온라인', '콘텐츠', '당선작', '동네', '표지', '석', '여행', '표지', '석', '노량진']"
13401339,[50+열린학교] 방구석 영화 사주 명리를 만나다 (웹엑스),   열린학교  방구석 영화 사주 명리를 만나다  ,"['학교', '방', '구석', '영화', '사주', '명리']","['학교', '방구석', '영화', '사', '주', '명리']"
14004770,[찾아가는 시민제안 교육] 내 몸을 살리는 올바른 걷기 교육(2차), 찾아가는 시민제안 교육  내 몸을 살리는 올바른 걷기 교육   ,"['시민', '제안', '교육', '내', '몸', '걷기', '교육']","['시민', '제안', '교육', '내', '몸', '교육']"
13996109,[50+오락실] 내가 만드는 추석맞이 용돈봉투!,   오락실  내가 만드는 추석맞이 용돈봉투 ,"['오락실', '내', '추석', '맞이', '용돈', '봉투']","['오락실', '내', '추석', '용돈', '봉투']"
14001888,"2021년 영등포/양천구 지역복지사업단 참여자 보수교육(2차)(어르신, 장애인 지원분야)",  영등포 양천구 지역복지사업단 참여자 보수교육    어르신  장애인 지원분야 ,"['영등포', '양천구', '지역', '복지사', '참여자', '보수', '교육', '어르신', '장애인', '지원', '분야']","['영등포', '양천구', '지역', '복지', '사업단', '참여', '보수', '교육', '어르신', '장애', '지원', '분야']"
13544118,[50+이룸학교] 홈카페 마스터 핸드드립 커피 한 잔,   이룸학교  홈카페 마스터 핸드드립 커피 한 잔,"['학교', '홈', '카페', '마스터', '핸드', '드립', '커피', '잔']","['룸', '학교', '홈', '카페', '마스터', '핸드', '드립', '커피', '잔']"
13914143,[SNS학교] 누구나 쉽게 따라하는 유튜브 영상편집, SNS학교  누구나 쉽게 따라하는 유튜브 영상편집,"['학교', '누구', '유튜브', '영상편집']","['학교', '누구', '유튜브', '영상', '편집']"
13542045,"[50+이룸학교] 슬기로운 패션생활, 중년을 빛나게 할 패션꿀팁!",   이룸학교  슬기로운 패션생활  중년을 빛나게 할 패션꿀팁 ,"['학교', '패션', '생활', '중년', '패션', '꿀팁']","['룸', '학교', '슬기', '패션', '생활', '중년', '패션', '팁']"
13913337,[SNS학교] PC와 스마트폰200 활용하기, SNS학교  PC와 스마트폰  활용하기,"['학교', '스마트폰', '활용']","['학교', '스마트폰', '활용']"
13544978,스토리가 있는 추억의 올드팝송,스토리가 있는 추억의 올드팝송,"['스토리', '추억', '드', '팝송']","['스토리', '추억', '올드', '팝송']"
13400782,[50+열린학교] 국외소재 문화재 바로알기 (웹엑스),   열린학교  국외소재 문화재 바로알기  ,"['학교', '국외', '소재', '문화재', '바로']","['학교', '국외', '소재', '문화재']"
13806345,[2021일활동]중장년의 성공적인 창업을 위한 아트테크 프로젝트(ART & TECH),  활동 중장년의 성공적인 창업을 위한 아트테크 프로젝트 ART   TECH ,"['활동', '중장', '년', '성공', '창업', '위', '아트', '테크', '프로젝트']","['활동', '중', '장년', '성공', '창업', '아트', '테크', '프로젝트']"
13939284,(온라인)CO끼리 이웃작가와 함께 자서전 쓰기_9월, CO끼리 이웃작가와 함께 자서전 쓰기  ,"['끼리', '이웃', '작가', '자서전', '쓰기']","['이웃', '작가', '자서전']"
13894237,50+자원봉사단 디지털기록지원단,  자원봉사단 디지털기록지원단,"['자원봉사단', '디지털', '기록', '원단']","['자원', '봉사', '디지털', '기록', '원단']"
13905112,'50플러스 독서포럼' 어떻게 죽을 것인가,  플러스 독서포럼  어떻게 죽을 것인가,"['플러스', '독서', '포럼', '죽', '것']","['플러스', '독서', '포럼', '것']"
13913590,재직자를 찾아가는 교육상담(궁동종합사회복지관),재직자를 찾아가는 교육상담 ,"['재직', '교육', '상담']","['재직', '교육', '상담']"
13745898,[1인미디어] 스마트 워크, 1인미디어  스마트 워크,"['인', '미디어', '스마트', '워']","['인', '미디어', '스마트', '워크']"
13745963,[1인미디어] 속성! 영상제작 금손만들기, 1인미디어  속성  영상제작 금손만들기,"['인', '미디어', '속성', '영상', '제작', '금손', '만들기']","['인', '미디어', '속성', '영상', '제작', '금', '손']"
13745779,[1인미디어] 나도 만든다.   뚝딱 3분 영화 !, 1인미디어  나도 만든다    뚝딱 3분 영화  ,"['인', '미디어', '뚝딱', '영화']","['인', '미디어', '나', '분', '영화']"
13743621,[1인미디어] 1인 유튜브 학교, 1인미디어  1인 유튜브 학교,"['인', '미디어', '인', '유튜브', '학교']","['인', '미디어', '인', '유튜브', '학교']"
13737666,[2021 역량강화]영화 명장면 표현 따라하기,   역량강화 영화 명장면 표현 따라하기,"['역량', '강화', '영화', '명장', '표현']","['역량', '강화', '영화', '명장면', '표현']"
13823804,[찾아가는 시민제안 교육] 내 몸을 살리는 올바른 걷기 교육(1차), 찾아가는 시민제안 교육  내 몸을 살리는 올바른 걷기 교육   ,"['시민', '제안', '교육', '내', '몸', '걷기', '교육']","['시민', '제안', '교육', '내', '몸', '교육']"
13845372,슬기로운 50+생활 Ⅱ (도심권50플러스센터 바로알기),슬기로운   생활    도심권 플러스센터 바로알기 ,"['생활', '도심', '플러스', '센터', '바로']","['슬기', '생활', '심권', '플러스', '센터']"
13835605,[찾아가는 시민제안 교육] 생활 속  차(茶)문화, 찾아가는 시민제안 교육  생활 속  차   문화,"['시민', '제안', '교육', '생활', '속', '차', '문화']","['시민', '제안', '교육', '생활', '속', '차', '문화']"
13836247,[찾아가는 시민제안 교육] 스마트폰 똑똑하게 쓰기, 찾아가는 시민제안 교육  스마트폰 똑똑하게 쓰기,"['시민', '제안', '교육', '스마트폰', '쓰기']","['시민', '제안', '교육', '스마트폰']"
13811967,나무에 빛을 더하는 소재융합 탐색반 3기,나무에 빛을 더하는 소재융합 탐색반  ,"['나무', '빛', '소재', '융합', '탐색', '반']","['나무', '빛', '소재', '융합', '탐색', '반']"
13775082,[온라인/유튜브/녹화] 디지털 시대의 문화예술 인문학, 온라인 유튜브 녹화  디지털 시대의 문화예술 인문학,"['온라인', '유튜브', '녹화', '디지털', '시대', '문화', '예술', '인문학']","['온라인', '유튜브', '녹화', '디지털', '시대', '문화', '예술', '문학']"
13614848,[9.27] 무료 독립영화상영회 : 까치발,    무료 독립영화상영회   까치발,"['무료', '독립영화', '회', '까치', '발']","['무료', '독립', '영화상', '영회', '까치발']"
13783625,마음을 울리는 소리 - 줄리하프,마음을 울리는 소리   줄리하프,"['마음', '소리', '줄리', '하프']","['마음', '소리', '줄리', '하프']"
13780264,기억친구 리더 양성과정(9월),기억친구 리더 양성과정   ,"['기억', '친구', '리더', '양성', '과정']","['기억', '친구', '리더', '양성', '과정']"
13539604,(50+이룸학교) 마음의 상처를 덜 받는 대화 소통의 기술,   이룸학교  마음의 상처를 덜 받는 대화 소통의 기술,"['학교', '마음', '상처', '덜', '대화', '소통', '기술']","['룸', '학교', '마음', '상처', '대화', '소통', '기술']"
13759538,[사부작목공실] 네모의자 만들기(2), 사부작목공실  네모의자 만들기 2 ,"['사부', '목공', '실', '의자', '만들기']","['목공실', '네모', '의자']"
